"MSID","A0","A1","A2","A3","A4","A5","B0","B1","B2","B3","B4","B5","GName50k","f0","dl0"
301,497040.38,0.9996289,0.0003712,-2.60E-010,3.40E-010,1.11E-009,4177897.35,-0.0003763,0.9996216,-1.50E-010,5.20E-010,-2.20E-010,"Πλάκα",37.45,0.15
302,540805.9,0.9996381,-0.0050086,5.30E-010,7.00E-011,7.00E-011,4233471.85,0.0050258,0.9996628,-7.00E-011,6.70E-010,8.90E-010,"Πλατανιστός",38.15,0.45
303,370551.91,0.9996595,0.0175033,-1.02E-009,2.12E-009,1.70E-010,4511926.57,-0.0174476,0.999654,-8.10E-010,-6.80E-010,-3.76E-009,"Πλατύ",40.45,-1.15
304,368630.23,0.9996727,0.0171317,-1.43E-009,1.32E-009,-1.00E-011,4400936.37,-0.0171354,0.9996806,2.30E-010,-3.20E-010,-3.10E-009,"Πλατύκαμπος",39.45,-1.15
305,712815.51,0.9998356,-0.0271599,3.16E-009,-2.22E-009,1.11E-009,4347222.47,0.0271762,0.9998004,-2.70E-010,3.20E-010,4.67E-009,"Πλωμάριον",39.15,2.45
306,669670.67,0.9997204,-0.0216595,2.01E-009,-2.39E-009,-2.00E-011,4346168.76,0.0216577,0.9997199,1.00E-010,-1.40E-010,4.30E-009,"Πολιχνίτος",39.15,2.15
307,454626.92,0.9996202,0.0060327,-2.50E-010,4.40E-010,-3.00E-011,4455436.5,-0.0060317,0.9996166,6.00E-011,1.00E-010,-8.90E-010,"Πολύγυρος",40.15,-0.15
308,243923.6,0.9998098,0.0346103,-3.28E-009,3.13E-009,-4.10E-010,4515225.18,-0.0345871,0.9998054,-3.70E-010,-3.30E-010,-5.93E-009,"Ποντγκόρι",40.45,-2.45
309,413415.77,0.9996366,0.0119018,-1.45E-009,8.50E-010,2.30E-010,4566809.57,-0.0119003,0.999631,-1.80E-010,-4.20E-010,-1.93E-009,"Πορόια",41.15,-0.45
310,497190.17,0.9996089,0.0004,2.00E-011,1.10E-010,-8.00E-011,4566293.81,-0.0004027,0.9996091,1.50E-010,1.60E-010,-1.80E-010,"Ποταμοί",41.15,0.15
311,407143.51,0.9997341,0.010682,-9.90E-010,1.13E-009,-1.36E-009,4012007.25,-0.0106792,0.9997308,-1.40E-010,-1.24E-009,-2.74E-009,"Ποταμός-Νότιο",36.15,-0.45
311,407739.43,0.9996729,0.0108029,-1.32E-009,1.11E-009,3.00E-011,4067468.46,-0.0107992,0.9996781,-7.00E-011,-8.00E-011,-2.57E-009,"Ποταμός-Βόρ.",36.45,-0.45
312,240119.93,0.9998629,0.0339001,-3.40E-009,3.18E-009,-4.90E-010,4404216.29,-0.0339085,0.9998642,3.50E-010,-2.50E-010,-6.58E-009,"Πράμαντα",39.45,-2.45
313,329638.18,0.9996651,0.0234008,-1.46E-009,1.48E-009,-6.30E-010,4568288.43,-0.0234243,0.999635,9.50E-010,-1.37E-009,-4.12E-009,"Πρόμαχοι",41.15,-1.45
314,497190.17,0.9996089,0.0004,2.00E-011,1.10E-010,-8.00E-011,4566293.81,-0.0004027,0.9996091,1.50E-010,1.60E-010,-1.80E-010,"Προσοτσάνη",41.15,0.15
315,286135.29,0.9997525,0.0288945,-2.58E-009,2.63E-009,-5.00E-011,4513884.8,-0.0288922,0.9997499,2.70E-010,-2.00E-010,-5.14E-009,"Πτολεμαίς",40.45,-2.15
316,706634.88,0.9997463,-0.0283854,2.35E-009,-2.48E-009,-2.60E-010,4569224.89,0.0283881,0.999746,1.60E-010,2.00E-011,5.02E-009,"Πύθιον",41.15,2.45
317,318470.97,0.9998217,0.0212606,-1.66E-009,2.22E-009,-4.50E-010,4068899.93,-0.0212553,0.9998139,3.00E-010,-4.30E-010,-4.31E-009,"Πύλος",36.45,-1.45
318,328344.58,0.9996969,0.0231864,-2.00E-009,2.00E-009,-3.50E-010,4512785.39,-0.0231862,0.999692,1.20E-010,-2.40E-010,-4.20E-009,"Πύργοι",40.45,-1.45
319,276805.78,0.9998655,0.0271118,-2.85E-009,2.73E-009,-4.80E-010,4180923.7,-0.0271094,0.9998676,2.30E-010,-1.80E-010,-5.62E-009,"Πύργος",37.45,-2.15
320,199481.22,0.9999334,0.0399113,-3.51E-009,3.47E-009,-1.10E-010,4461296.81,-0.0399157,0.9999094,1.20E-010,-6.80E-010,-7.28E-009,"Πωγωνιανή",40.15,-3.15
321,281396.13,0.9997828,0.0280304,-2.72E-009,2.71E-009,5.00E-011,4347388.14,-0.0280404,0.9998105,-4.20E-010,-2.50E-010,-4.76E-009,"Ραπτόπουλον",39.15,-2.15
322,497060.64,0.9996129,0.0003098,1.19E-009,-9.70E-010,-2.44E-009,4233371.01,-0.000295,0.9996194,6.10E-010,-1.57E-009,2.48E-009,"Ραφήνα",38.15,0.15
323,368630.23,0.9996727,0.0171317,-1.43E-009,1.32E-009,-1.00E-011,4400936.37,-0.0171354,0.9996806,2.30E-010,-3.20E-010,-3.10E-009,"Ραψάνη",39.45,-1.15
324,542419.81,0.9995627,-0.0046795,8.20E-010,-1.33E-009,2.89E-009,3900716.56,0.0046816,0.9995644,-1.37E-009,1.17E-009,2.28E-009,"Ρέθυμνον",35.15,0.45
325,407739.43,0.9996729,0.0108029,-1.32E-009,1.11E-009,3.00E-011,4067468.46,-0.0107992,0.9996781,-7.00E-011,-8.00E-011,-2.57E-009,"Ρειχέα",36.45,-0.45
326,705050.85,0.9997221,-0.0286626,2.45E-009,-2.26E-009,-3.80E-010,4624736.04,0.0286683,0.9997294,1.60E-010,7.00E-011,4.86E-009,"Ρίζια",41.45,2.45
327,497168.04,0.9996234,0.0004059,-4.00E-011,-1.10E-010,-3.00E-010,4510794.51,-0.0003987,0.9996108,-2.00E-011,4.20E-010,7.00E-011,"Ροδολίβος",40.45,0.15
328,856398.54,1.000347,-0.0409876,4.45E-009,-4.28E-009,-1.43E-009,4018803.45,0.0409873,1.0003529,5.10E-010,-3.70E-010,8.70E-009,"Ρόδος",36.15,4.15
329,197276.84,0.9999511,0.0395039,-3.63E-009,3.73E-009,-3.10E-010,4405788.91,-0.039501,0.9999532,2.00E-010,-2.20E-010,-7.24E-009,"Σαγιάδα",39.45,-3.15
330,761328.59,0.9999423,-0.0316907,3.29E-009,-4.15E-009,7.00E-010,4182035.05,0.031689,0.9999413,-2.70E-010,-4.50E-010,7.01E-009,"Σάμος",37.45,3.15
331,622853.46,0.9996736,-0.0168639,1.77E-009,-1.35E-009,2.90E-010,4567328.83,0.0168717,0.9996625,-1.10E-010,-6.00E-011,3.19E-009,"Σάπαι",41.15,1.45
332,542419.8,0.9995682,-0.0046683,1.26E-009,-8.70E-010,2.97E-009,3900716.6,0.0046848,0.9995708,-1.37E-009,1.84E-009,3.16E-009,"Σελλία",35.15,0.45
333,455303.29,0.9996127,0.0061435,-6.90E-010,1.10E-009,5.50E-010,4566431.19,-0.006152,0.9996201,-1.10E-010,3.40E-010,-1.52E-009,"Σέρραι",41.15,-0.15
334,678873.31,0.9997753,-0.019793,2.40E-009,-2.18E-009,2.10E-010,3902383.78,0.0197793,0.9997773,1.60E-010,2.70E-010,4.62E-009,"Σητεία",35.15,2.15
335,284539.37,0.9997625,0.028591,-2.50E-009,2.71E-009,-2.50E-010,4458382.02,-0.0286009,0.9997829,4.70E-010,-2.80E-010,-5.43E-009,"Σιάτιστα",40.15,-2.15
336,455302.66,0.9995864,0.0060909,-2.70E-010,-2.00E-011,-3.03E-009,4566431.42,-0.0061233,0.9996205,1.11E-009,-1.70E-010,-1.40E-009,"Σιδηρόκαστρον",41.15,-0.15
337,586257.34,0.9996395,-0.0100876,9.50E-010,-7.30E-010,-4.70E-010,4067409.6,0.0100913,0.9996493,-5.90E-010,-1.40E-010,2.29E-009,"Σίκινος",36.45,1.15
338,454963.32,0.9996189,0.0060644,-1.60E-010,1.75E-009,-2.50E-010,4510931.51,-0.0060952,0.9995924,4.10E-010,1.48E-009,-1.16E-009,"Σιτοχώριον",40.45,-0.15
339,453963.6,0.9996167,0.0058984,-5.00E-010,4.50E-010,-3.30E-010,4344461.14,-0.0059025,0.9996166,2.80E-010,-2.20E-010,-7.70E-010,"Σκιάθος",39.15,-0.15
340,453963.6,0.9996167,0.0058984,-5.00E-010,4.50E-010,-3.30E-010,4344461.14,-0.0059025,0.9996166,2.80E-010,-2.20E-010,-7.70E-010,"Σκόπελος",39.15,-0.15
341,371527.43,0.9996506,0.0176662,-9.90E-010,1.76E-009,-3.00E-011,4567428.49,-0.0176464,0.9996384,0.00E+000,-4.70E-010,-2.79E-009,"Σκρά",41.15,-1.15
342,540521.72,0.9996333,-0.0050726,5.70E-010,-4.80E-010,-6.00E-010,4288947.84,0.0050778,0.9996331,1.00E-010,-2.00E-010,6.40E-010,"Σκύρος",38.45,0.45
343,539078.18,0.9995727,-0.0054024,-2.43E-009,1.50E-010,-6.00E-010,4566397.68,0.0055339,0.9996222,1.47E-009,-1.02E-009,-6.34E-009,"Σμόλγιαν",41.15,0.45
344,706634.88,0.9997463,-0.0283854,2.35E-009,-2.48E-009,-2.60E-010,4569224.89,0.0283881,0.999746,1.60E-010,2.00E-011,5.02E-009,"Σουφλίον",41.15,2.45
345,324541.84,0.9997244,0.0224688,-2.61E-009,2.05E-009,4.80E-010,4346298.77,-0.0224808,0.9997293,-2.60E-010,7.70E-010,-5.19E-009,"Σοφάδες",39.15,-1.45
346,408951.81,0.9997035,0.0110568,-2.15E-009,7.20E-010,9.70E-010,4178401.36,-0.0110595,0.9996897,4.70E-010,1.50E-010,-2.85E-009,"Σοφικόν",37.45,-0.45
347,454963.16,0.9995952,0.0060915,-1.09E-009,9.00E-010,-6.30E-010,4510931.52,-0.006098,0.9996184,1.90E-010,-3.30E-010,-1.53E-009,"Σοχός",40.45,-0.15
348,364001.39,0.9997239,0.0162086,-1.95E-009,1.72E-009,-1.20E-010,4123535.02,-0.0162181,0.9997184,6.00E-011,-1.90E-010,-3.50E-009,"Σπάρτη",37.15,-1.15
349,323299.2,0.9997802,0.0222175,-2.77E-009,2.33E-009,-1.18E-009,4290811.13,-0.0222002,0.9998226,-1.10E-010,-1.51E-009,-5.05E-009,"Σπερχειάς",38.45,-1.45
350,408341.79,0.9996533,0.0109229,-1.05E-009,1.61E-009,-5.30E-010,4122933.04,-0.010927,0.9996643,-1.10E-010,-1.00E-010,-2.33E-009,"Σπέτσαι",37.15,-0.45
351,408341.96,0.9996365,0.0109374,-1.45E-009,7.80E-010,8.30E-010,4122933.08,-0.0109287,0.9996879,4.40E-010,-1.51E-009,-1.33E-009,"Σπετσοπούλα",37.15,-0.45
352,454963.11,0.9996388,0.0060769,-9.00E-011,3.30E-010,1.32E-009,4510931.88,-0.0061165,0.9996694,5.90E-010,1.02E-009,-2.03E-009,"Σταύρος",40.45,-0.15
353,497082.12,0.9996506,0.0003829,-1.40E-010,-5.00E-011,3.00E-010,4288846.54,-0.0003812,0.9996581,1.00E-011,3.10E-010,9.00E-011,"Στενή-Δίρφυος",38.45,0.15
354,497166.82,0.9995092,0.0004031,-3.11E-009,3.01E-009,1.39E-009,4510795.02,-0.0003139,0.9994642,3.20E-010,-1.29E-009,-2.76E-009,"Στρατονίκη",40.45,0.15
355,366746.94,0.9996706,0.0167449,-8.90E-010,1.73E-009,1.08E-009,4289963.36,-0.016731,0.9996969,-6.30E-010,4.10E-010,-2.89E-009,"Στυλίς",38.45,-1.15
356,497146.35,0.9996218,0.0004028,-1.70E-010,2.60E-010,2.70E-010,4455299.91,-0.0003894,0.99961,1.60E-010,1.30E-010,-2.70E-010,"Συκέα",40.15,0.15
357,453963.6,0.9996167,0.0058984,-5.00E-010,4.50E-010,-3.30E-010,4344461.14,-0.0059025,0.9996166,2.80E-010,-2.20E-010,-7.70E-010,"Συκή",39.15,-0.15
358,630888.28,0.9996968,-0.0153116,1.63E-009,-1.56E-009,-3.00E-011,4067976.46,0.0153141,0.9996877,6.00E-011,2.50E-010,3.13E-009,"Σχοινούσα",36.45,1.45
359,585124.89,0.9996411,-0.0103188,1.16E-009,-9.60E-010,9.00E-011,4178339.97,0.0103221,0.9996385,7.00E-011,4.00E-011,2.11E-009,"Τήνος",37.45,1.15
360,325796.11,0.9997348,0.0227072,-1.33E-009,1.64E-009,-5.50E-010,4401790.37,-0.0227092,0.9997461,1.30E-010,-8.80E-010,-1.77E-009,"Τρίκαλα",39.45,-1.45
361,364905.84,0.9997185,0.0164218,-1.32E-009,2.71E-009,3.60E-010,4179006.52,-0.0164152,0.999699,4.90E-010,-1.40E-010,-4.69E-009,"Τρίπολις",37.45,-1.15
362,320857.52,0.9997806,0.0217461,-2.19E-009,2.32E-009,-4.60E-010,4179847.36,-0.0217525,0.9997788,6.00E-011,-4.10E-010,-4.54E-009,"Τρόπαια",37.45,-1.45
363,240119.93,0.9998629,0.0339001,-3.40E-009,3.18E-009,-4.90E-010,4404216.29,-0.0339085,0.9998642,3.50E-010,-2.50E-010,-6.58E-009,"Τσεπέλοβον",39.45,-2.45
364,587903.12,0.9996239,-0.0096907,9.20E-010,-1.12E-009,1.60E-010,3901042.1,0.0096897,0.9996203,0.00E+000,-1.50E-010,1.95E-009,"Τυμπάκιον",35.15,1.15
365,452679.92,0.999628,0.0056605,7.00E-011,8.50E-010,4.50E-010,4122565.15,-0.005657,0.9996206,-1.00E-011,1.60E-010,-1.55E-009,"Ύδρα",37.15,-0.15
366,325796.29,0.9997039,0.022711,-1.50E-009,1.96E-009,2.60E-010,4401790.36,-0.0227135,0.9997116,-7.40E-010,-2.00E-010,-3.14E-009,"Φαρκαδών",39.45,-1.45
367,367684.08,0.999679,0.0169527,-1.71E-009,1.69E-009,-1.70E-010,4345447.64,-0.0169511,0.9996848,3.40E-010,-2.80E-010,-3.35E-009,"Φάρσαλα",39.15,-1.15
368,665993.22,0.999713,-0.0224023,1.92E-009,-1.91E-009,-4.80E-010,4512651.8,0.022399,0.999704,2.70E-010,-4.00E-011,3.96E-009,"Φέραι",40.45,2.15
369,197276.84,0.9999511,0.0395039,-3.63E-009,3.73E-009,-3.10E-010,4405788.91,-0.039501,0.9999532,2.00E-010,-2.20E-010,-7.24E-009,"Φιλιάται",39.45,-3.15
370,275310.52,0.9998582,0.0268044,-1.92E-009,2.85E-009,-3.80E-010,4125442.66,-0.0268048,0.9998843,5.00E-010,-1.00E-011,-5.34E-009,"Φιλιατρά",37.15,-2.15
371,630033.81,0.9996885,-0.0154905,1.54E-009,-1.60E-009,-2.10E-010,4123442.34,0.0154898,0.9996921,8.00E-011,-4.00E-011,3.11E-009,"Φιλότιον",37.15,1.45
372,286135.29,0.9997525,0.0288945,-2.58E-009,2.63E-009,-5.00E-011,4513884.8,-0.0288922,0.9997499,2.70E-010,-2.00E-010,-5.14E-009,"Φλώρινα",40.45,-2.15
373,586257.34,0.9996395,-0.0100876,9.50E-010,-7.30E-010,-4.70E-010,4067409.6,0.0100913,0.9996493,-5.90E-010,-1.40E-010,2.29E-009,"Φολέγανδρος",36.45,1.15
374,324541.21,0.9996878,0.0224666,-4.36E-009,1.92E-009,-6.40E-010,4346298.66,-0.0225211,0.9997246,4.30E-010,-6.60E-010,-6.26E-009,"Φουρνά",39.15,-1.45
375,717273.56,0.9998988,-0.0263498,1.03E-009,-2.12E-009,-9.00E-011,4180756.83,0.0263206,0.9998912,4.00E-010,-8.40E-010,2.39E-009,"Φούρνοι",37.45,2.45
376,279850.17,0.999836,0.027648,-3.00E-009,4.31E-009,-6.10E-010,4291896.17,-0.0277098,0.9998613,5.20E-010,-6.30E-010,-5.94E-009,"Φραγκίστα",38.45,-2.15
377,322071.49,0.9997509,0.0219907,-1.97E-009,1.74E-009,-9.40E-010,4235326.43,-0.0220079,0.9997428,7.10E-010,-5.50E-010,-4.46E-009,"Χαλανδρίτσα",38.15,-1.45
378,811452.54,1.0001991,-0.0357896,3.60E-009,-3.65E-009,-9.00E-010,4017078.7,0.0357825,1.000183,6.30E-010,1.00E-010,8.30E-009,"Χάλκη",36.15,3.45
379,453315.1,0.9996398,0.0057801,1.00E-010,4.40E-010,-2.30E-010,4233504.44,-0.0057867,0.9996432,1.50E-010,-3.00E-010,-7.60E-010,"Χαλκίς",38.15,-0.15
380,496938.36,0.9996032,0.0003666,1.30E-010,2.40E-010,-8.50E-010,3900618.84,-0.0003713,0.9995887,5.90E-010,-9.00E-011,9.00E-011,"Χανιά",35.15,0.15
381,413415.77,0.9996366,0.0119018,-1.45E-009,8.50E-010,2.30E-010,4566809.57,-0.0119003,0.999631,-1.80E-010,-4.20E-010,-1.93E-009,"Χέρσον",41.15,-0.45
382,670867.36,0.9997462,-0.0214286,1.91E-009,-1.94E-009,3.40E-010,4290676.65,0.0214176,0.9997583,-5.00E-011,3.80E-010,3.68E-009,"Χίος-Βροντάδος",38.45,2.15
383,672050.45,0.9997406,-0.0212045,1.95E-009,-2.13E-009,-5.00E-011,4235193.86,0.0212056,0.9997419,-5.00E-011,-1.50E-010,4.01E-009,"Χίος-Θυμιανά",38.15,2.15
384,539373.17,0.999618,-0.0052977,3.90E-010,-4.40E-010,2.90E-010,4510897.89,0.0052888,0.9996134,2.20E-010,4.60E-010,1.39E-009,"Χρυσούπολις",40.45,0.45
385,670868.83,0.9998409,-0.0212671,1.58E-009,-5.44E-009,7.24E-009,4290676.21,0.0213037,0.9997805,-7.70E-010,2.36E-009,3.41E-009,"Ψαρά",38.45,2.15
386,453637.6,0.9996193,0.0058377,-6.50E-010,5.90E-010,-1.00E-011,4288980.93,-0.0058421,0.9996147,2.40E-010,-5.10E-010,-1.53E-009,"Ψαχνά",38.45,-0.15
387,721683.24,0.9998433,-0.0254808,2.68E-009,-3.21E-009,-5.00E-010,4014622.76,0.0254684,0.9998676,1.10E-010,-6.40E-010,5.17E-009,"Ν.Μεγίστη",36.15,5.45
